Participant,Rater Code,Count,Unusable,Gender,Sex_Orient,SD_Sex_Orient,Rom_Rel,Age,Ethnicity,Col_Blind,Vis_Impair,Experimenter,FirstBlock,BlockOne,Label,TargetNum,StimSeat,StimGender,StimulusType,OrientationMatch,Rating
7,C008,89,0,1,4,,2,18,1,2,2,1,2,0,G078A_F_SE,078A,0,0,2,1,6
7,C008,90,0,1,4,,2,18,1,2,2,1,2,0,G078A_F_SN,078A,0,0,1,1,7
7,C008,91,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_DE,084A,0,1,4,0,7
7,C008,92,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_DEwithAudio,084A,0,1,6,0,7
7,C008,93,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_DN,084A,0,1,3,0,6
7,C008,94,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_DNwithAudio,084A,0,1,5,0,7
7,C008,95,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_SE,084A,0,1,2,0,7
7,C008,96,0,1,4,,2,18,1,2,2,1,2,0,G084A_M_SN,084A,0,1,1,0,8
7,C008,97,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_DE,087C,2,0,4,1,5
7,C008,98,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_DEwithAudio,087C,2,0,6,1,2
7,C008,99,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_DN,087C,2,0,3,1,3
7,C008,100,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_DNwithAudio,087C,2,0,5,1,3
7,C008,101,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_SE,087C,2,0,2,1,3
7,C008,102,0,1,4,,2,18,1,2,2,1,2,0,G087C_F_SN,087C,2,0,1,1,2
7,C008,103,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_DE,094C,2,1,4,0,6
7,C008,104,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_DEwithAudio,094C,2,1,6,0,7
7,C008,105,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_DN,094C,2,1,3,0,6
7,C008,106,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_DNwithAudio,094C,2,1,5,0,6
7,C008,107,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_SE,094C,2,1,2,0,6
7,C008,108,0,1,4,,2,18,1,2,2,1,2,0,G094C_M_SN,094C,2,1,1,0,7
7,C008,109,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_DE,100C,2,1,4,0,3
7,C008,110,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_DEwithAudio,100C,2,1,6,0,3
7,C008,111,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_DN,100C,2,1,3,0,3
7,C008,112,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_DNwithAudio,100C,2,1,5,0,3
7,C008,113,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_SE,100C,2,1,2,0,3
7,C008,114,0,1,4,,2,18,1,2,2,1,2,0,G100C_M_SN,100C,2,1,1,0,2
7,C008,115,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_DE,101B,1,0,4,1,5
7,C008,116,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_DEwithAudio,101B,1,0,6,1,5
7,C008,117,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_DN,101B,1,0,3,1,5
7,C008,118,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_DNwithAudio,101B,1,0,5,1,5
7,C008,119,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_SE,101B,1,0,2,1,5
7,C008,120,0,1,4,,2,18,1,2,2,1,2,0,G101B_F_SN,101B,1,0,1,1,5
7,C008,121,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_DE,105A,0,1,4,0,6
7,C008,122,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_DEwithAudio,105A,0,1,6,0,3
7,C008,123,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_DN,105A,0,1,3,0,3
7,C008,124,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_DNwithAudio,105A,0,1,5,0,3
7,C008,125,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_SE,105A,0,1,2,0,4
7,C008,126,0,1,4,,2,18,1,2,2,1,2,0,G105A_M_SN,105A,0,1,1,0,6
7,C008,127,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_DE,110A,0,0,4,1,5
7,C008,128,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_DEwithAudio,110A,0,0,6,1,5
7,C008,129,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_DN,110A,0,0,3,1,6
7,C008,130,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_DNwithAudio,110A,0,0,5,1,5
7,C008,131,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_SE,110A,0,0,2,1,5
7,C008,132,0,1,4,,2,18,1,2,2,1,2,0,G110A_F_SN,110A,0,0,1,1,5
7,C008,133,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_DE,131A,0,0,4,1,7
7,C008,134,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_DEwithAudio,131A,0,0,6,1,7
7,C008,135,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_DN,131A,0,0,3,1,7
7,C008,136,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_DNwithAudio,131A,0,0,5,1,8
7,C008,137,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_SE,131A,0,0,2,1,8
7,C008,138,0,1,4,,2,18,1,2,2,1,2,0,G131A_F_SN,131A,0,0,1,1,7
7,C008,139,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_DE,147C,2,1,4,0,4
7,C008,140,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_DEwithAudio,147C,2,1,6,0,5
7,C008,141,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_DN,147C,2,1,3,0,4
7,C008,142,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_DNwithAudio,147C,2,1,5,0,4
7,C008,143,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_SE,147C,2,1,2,0,4
7,C008,144,0,1,4,,2,18,1,2,2,1,2,0,G147C_M_SN,147C,2,1,1,0,3
7,C008,145,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_DE,169A,0,1,4,0,2
7,C008,146,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_DEwithAudio,169A,0,1,6,0,3
7,C008,147,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_DN,169A,0,1,3,0,3
7,C008,148,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_DNwithAudio,169A,0,1,5,0,2
7,C008,149,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_SE,169A,0,1,2,0,3
7,C008,150,0,1,4,,2,18,1,2,2,1,2,0,G169A_M_SN,169A,0,1,1,0,2
7,C008,151,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_DE,170A,0,1,4,0,3
7,C008,152,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_DEwithAudio,170A,0,1,6,0,4
7,C008,153,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_DN,170A,0,1,3,0,3
7,C008,154,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_DNwithAudio,170A,0,1,5,0,3
7,C008,155,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_SE,170A,0,1,2,0,2
7,C008,156,0,1,4,,2,18,1,2,2,1,2,0,G170A_M_SN,170A,0,1,1,0,3
7,C008,157,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_DE,170C,2,0,4,1,5
7,C008,158,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_DEwithAudio,170C,2,0,6,1,5
7,C008,159,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_DN,170C,2,0,3,1,6
7,C008,160,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_DNwithAudio,170C,2,0,5,1,6
7,C008,161,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_SE,170C,2,0,2,1,6
7,C008,162,0,1,4,,2,18,1,2,2,1,2,0,G170C_F_SN,170C,2,0,1,1,5
7,C008,163,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_DE,173C,2,0,4,1,5
7,C008,164,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_DEwithAudio,173C,2,0,6,1,4
7,C008,165,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_DN,173C,2,0,3,1,3
7,C008,166,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_DNwithAudio,173C,2,0,5,1,3
7,C008,167,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_SE,173C,2,0,2,1,5
7,C008,168,0,1,4,,2,18,1,2,2,1,2,0,G173C_F_SN,173C,2,0,1,1,4
7,C008,169,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_DE,177B,1,0,4,1,5
7,C008,170,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_DEwithAudio,177B,1,0,6,1,6
7,C008,171,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_DN,177B,1,0,3,1,4
7,C008,172,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_DNwithAudio,177B,1,0,5,1,6
7,C008,173,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_SE,177B,1,0,2,1,6
7,C008,174,0,1,4,,2,18,1,2,2,1,2,0,G177B_F_SN,177B,1,0,1,1,4
7,C008,175,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_DE,183A,0,1,4,0,4
7,C008,176,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_DEwithAudio,183A,0,1,6,0,3
7,C008,177,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_DN,183A,0,1,3,0,3
7,C008,178,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_DNwithAudio,183A,0,1,5,0,3
7,C008,179,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_SE,183A,0,1,2,0,3
7,C008,180,0,1,4,,2,18,1,2,2,1,2,0,G183A_M_SN,183A,0,1,1,0,4
7,C008,181,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_DE,184C,2,0,4,1,3
7,C008,182,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_DEwithAudio,184C,2,0,6,1,2
7,C008,183,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_DN,184C,2,0,3,1,2
7,C008,184,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_DNwithAudio,184C,2,0,5,1,3
7,C008,185,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_SE,184C,2,0,2,1,2
7,C008,186,0,1,4,,2,18,1,2,2,1,2,0,G184C_F_SN,184C,2,0,1,1,3
7,C008,187,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_DE,188B,1,1,4,0,3
7,C008,188,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_DEwithAudio,188B,1,1,6,0,3
7,C008,189,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_DN,188B,1,1,3,0,4
7,C008,190,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_DNwithAudio,188B,1,1,5,0,6
7,C008,191,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_SE,188B,1,1,2,0,5
7,C008,192,0,1,4,,2,18,1,2,2,1,2,0,G188B_M_SN,188B,1,1,1,0,6
7,C008,193,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_DE,194A,0,0,4,1,6
7,C008,194,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_DEwithAudio,194A,0,0,6,1,7
7,C008,195,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_DN,194A,0,0,3,1,7
7,C008,196,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_DNwithAudio,194A,0,0,5,1,7
7,C008,197,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_SE,194A,0,0,2,1,7
7,C008,198,0,1,4,,2,18,1,2,2,1,2,0,G194A_F_SN,194A,0,0,1,1,5
7,C008,199,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_DE,194B,1,0,4,1,7
7,C008,200,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_DEwithAudio,194B,1,0,6,1,6
7,C008,201,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_DN,194B,1,0,3,1,6
7,C008,202,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_DNwithAudio,194B,1,0,5,1,6
7,C008,203,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_SE,194B,1,0,2,1,4
7,C008,204,0,1,4,,2,18,1,2,2,1,2,0,G194B_F_SN,194B,1,0,1,1,5
7,C008,205,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_DE,202A,0,1,4,0,6
7,C008,206,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_DEwithAudio,202A,0,1,6,0,5
7,C008,207,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_DN,202A,0,1,3,0,3
7,C008,208,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_DNwithAudio,202A,0,1,5,0,4
7,C008,209,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_SE,202A,0,1,2,0,6
7,C008,210,0,1,4,,2,18,1,2,2,1,2,0,G202A_M_SN,202A,0,1,1,0,3
7,C008,211,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_DE,218A,0,1,4,0,4
7,C008,212,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_DEwithAudio,218A,0,1,6,0,5
7,C008,213,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_DN,218A,0,1,3,0,4
7,C008,214,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_DNwithAudio,218A,0,1,5,0,4
7,C008,215,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_SE,218A,0,1,2,0,4
7,C008,216,0,1,4,,2,18,1,2,2,1,2,0,G218A_M_SN,218A,0,1,1,0,4
8,C009,1,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_DE,002C,2,0,4,1,6
8,C009,2,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_DEwithAudio,002C,2,0,6,1,5
8,C009,3,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_DN,002C,2,0,3,1,6
8,C009,4,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_DNwithAudio,002C,2,0,5,1,6
8,C009,5,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_SE,002C,2,0,2,1,5
8,C009,6,0,2,4,,1,20,5,2,2,1,4,1,G002C_F_SN,002C,2,0,1,1,6
8,C009,7,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_DE,003B,1,0,4,1,3
8,C009,8,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_DEwithAudio,003B,1,0,6,1,4
8,C009,9,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_DN,003B,1,0,3,1,3
8,C009,10,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_DNwithAudio,003B,1,0,5,1,3
8,C009,11,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_SE,003B,1,0,2,1,2
8,C009,12,0,2,4,,1,20,5,2,2,1,4,1,G003B_F_SN,003B,1,0,1,1,3
8,C009,13,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_DE,017C,2,0,4,1,4
8,C009,14,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_DEwithAudio,017C,2,0,6,1,3
8,C009,15,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_DN,017C,2,0,3,1,4
8,C009,16,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_DNwithAudio,017C,2,0,5,1,3
8,C009,17,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_SE,017C,2,0,2,1,4
8,C009,18,0,2,4,,1,20,5,2,2,1,4,1,G017C_F_SN,017C,2,0,1,1,6
8,C009,19,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_DE,022A,0,1,4,1,5
8,C009,20,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_DEwithAudio,022A,0,1,6,1,6
8,C009,21,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_DN,022A,0,1,3,1,6
8,C009,22,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_DNwithAudio,022A,0,1,5,1,6
8,C009,23,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_SE,022A,0,1,2,1,3
8,C009,24,0,2,4,,1,20,5,2,2,1,4,1,G022A_M_SN,022A,0,1,1,1,7
8,C009,25,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_DE,022B,1,1,4,1,4
8,C009,26,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_DEwithAudio,022B,1,1,6,1,4
8,C009,27,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_DN,022B,1,1,3,1,4
8,C009,28,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_DNwithAudio,022B,1,1,5,1,4
8,C009,29,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_SE,022B,1,1,2,1,4
8,C009,30,0,2,4,,1,20,5,2,2,1,4,1,G022B_M_SN,022B,1,1,1,1,5
8,C009,31,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_DE,046A,0,1,4,1,4
8,C009,32,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_DEwithAudio,046A,0,1,6,1,5
8,C009,33,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_DN,046A,0,1,3,1,4
8,C009,34,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_DNwithAudio,046A,0,1,5,1,4
8,C009,35,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_SE,046A,0,1,2,1,3
8,C009,36,0,2,4,,1,20,5,2,2,1,4,1,G046A_M_SN,046A,0,1,1,1,4
8,C009,37,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_DE,052A,0,1,4,1,5
8,C009,38,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_DEwithAudio,052A,0,1,6,1,5
8,C009,39,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_DN,052A,0,1,3,1,5
8,C009,40,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_DNwithAudio,052A,0,1,5,1,5
8,C009,41,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_SE,052A,0,1,2,1,5
8,C009,42,0,2,4,,1,20,5,2,2,1,4,0,G052A_M_SN,052A,0,1,1,1,5
8,C009,43,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_DE,054A,0,0,4,1,5
8,C009,44,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_DEwithAudio,054A,0,0,6,1,5
8,C009,45,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_DN,054A,0,0,3,1,5
8,C009,46,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_DNwithAudio,054A,0,0,5,1,5
8,C009,47,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_SE,054A,0,0,2,1,5
8,C009,48,0,2,4,,1,20,5,2,2,1,4,0,G054A_F_SN,054A,0,0,1,1,4
8,C009,49,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_DE,054B,1,1,4,1,3
8,C009,50,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_DEwithAudio,054B,1,1,6,1,2
8,C009,51,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_DN,054B,1,1,3,1,4
8,C009,52,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_DNwithAudio,054B,1,1,5,1,3
8,C009,53,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_SE,054B,1,1,2,1,2
8,C009,54,0,2,4,,1,20,5,2,2,1,4,0,G054B_M_SN,054B,1,1,1,1,3
8,C009,55,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_DE,062C,2,0,4,1,4
8,C009,56,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_DEwithAudio,062C,2,0,6,1,3
8,C009,57,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_DN,062C,2,0,3,1,3
8,C009,58,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_DNwithAudio,062C,2,0,5,1,3
8,C009,59,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_SE,062C,2,0,2,1,2
8,C009,60,0,2,4,,1,20,5,2,2,1,4,0,G062C_F_SN,062C,2,0,1,1,3
8,C009,61,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_DE,067B,1,0,4,1,3
8,C009,62,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_DEwithAudio,067B,1,0,6,1,3
8,C009,63,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_DN,067B,1,0,3,1,3
8,C009,64,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_DNwithAudio,067B,1,0,5,1,4
8,C009,65,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_SE,067B,1,0,2,1,4
8,C009,66,0,2,4,,1,20,5,2,2,1,4,0,G067B_F_SN,067B,1,0,1,1,3
8,C009,67,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_DE,067C,2,1,4,1,4
8,C009,68,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_DEwithAudio,067C,2,1,6,1,4
8,C009,69,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_DN,067C,2,1,3,1,4
8,C009,70,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_DNwithAudio,067C,2,1,5,1,3
8,C009,71,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_SE,067C,2,1,2,1,3
8,C009,72,0,2,4,,1,20,5,2,2,1,4,0,G067C_M_SN,067C,2,1,1,1,4
8,C009,73,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_DE,074A,0,1,4,1,3
8,C009,74,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_DEwithAudio,074A,0,1,6,1,3
8,C009,75,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_DN,074A,0,1,3,1,3
8,C009,76,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_DNwithAudio,074A,0,1,5,1,2
8,C009,77,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_SE,074A,0,1,2,1,2
8,C009,78,0,2,4,,1,20,5,2,2,1,4,0,G074A_M_SN,074A,0,1,1,1,3
8,C009,79,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_DE,075B,1,0,4,1,5
8,C009,80,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_DEwithAudio,075B,1,0,6,1,7
8,C009,81,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_DN,075B,1,0,3,1,6
8,C009,82,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_DNwithAudio,075B,1,0,5,1,6
8,C009,83,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_SE,075B,1,0,2,1,5
8,C009,84,0,2,4,,1,20,5,2,2,1,4,0,G075B_F_SN,075B,1,0,1,1,5
8,C009,85,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_DE,078A,0,0,4,1,6
8,C009,86,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_DEwithAudio,078A,0,0,6,1,5
8,C009,87,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_DN,078A,0,0,3,1,6
8,C009,88,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_DNwithAudio,078A,0,0,5,1,6
8,C009,89,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_SE,078A,0,0,2,1,7
8,C009,90,0,2,4,,1,20,5,2,2,1,4,0,G078A_F_SN,078A,0,0,1,1,6
8,C009,91,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_DE,084A,0,1,4,1,6
8,C009,92,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_DEwithAudio,084A,0,1,6,1,7
8,C009,93,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_DN,084A,0,1,3,1,7
8,C009,94,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_DNwithAudio,084A,0,1,5,1,7
8,C009,95,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_SE,084A,0,1,2,1,6
8,C009,96,0,2,4,,1,20,5,2,2,1,4,0,G084A_M_SN,084A,0,1,1,1,7
8,C009,97,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_DE,087C,2,0,4,1,3
8,C009,98,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_DEwithAudio,087C,2,0,6,1,3
8,C009,99,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_DN,087C,2,0,3,1,3
8,C009,100,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_DNwithAudio,087C,2,0,5,1,4
8,C009,101,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_SE,087C,2,0,2,1,3
8,C009,102,0,2,4,,1,20,5,2,2,1,4,0,G087C_F_SN,087C,2,0,1,1,3
8,C009,103,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_DE,094C,2,1,4,1,6
8,C009,104,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_DEwithAudio,094C,2,1,6,1,6
8,C009,105,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_DN,094C,2,1,3,1,5
8,C009,106,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_DNwithAudio,094C,2,1,5,1,4
8,C009,107,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_SE,094C,2,1,2,1,5
8,C009,108,0,2,4,,1,20,5,2,2,1,4,0,G094C_M_SN,094C,2,1,1,1,4
8,C009,109,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_DE,100C,2,1,4,1,3
8,C009,110,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_DEwithAudio,100C,2,1,6,1,2
8,C009,111,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_DN,100C,2,1,3,1,2
8,C009,112,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_DNwithAudio,100C,2,1,5,1,2
8,C009,113,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_SE,100C,2,1,2,1,3
8,C009,114,0,2,4,,1,20,5,2,2,1,4,0,G100C_M_SN,100C,2,1,1,1,2
8,C009,115,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_DE,101B,1,0,4,1,6
8,C009,116,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_DEwithAudio,101B,1,0,6,1,6
8,C009,117,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_DN,101B,1,0,3,1,5
8,C009,118,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_DNwithAudio,101B,1,0,5,1,6
8,C009,119,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_SE,101B,1,0,2,1,6
8,C009,120,0,2,4,,1,20,5,2,2,1,4,0,G101B_F_SN,101B,1,0,1,1,6
8,C009,121,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_DE,105A,0,1,4,1,3
8,C009,122,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_DEwithAudio,105A,0,1,6,1,3
8,C009,123,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_DN,105A,0,1,3,1,4
8,C009,124,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_DNwithAudio,105A,0,1,5,1,4
8,C009,125,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_SE,105A,0,1,2,1,5
8,C009,126,0,2,4,,1,20,5,2,2,1,4,0,G105A_M_SN,105A,0,1,1,1,6
8,C009,127,0,2,4,,1,20,5,2,2,1,4,0,G110A_F_DE,110A,0,0,4,1,4
8,C009,128,0,2,4,,1,20,5,2,2,1,4,0,G110A_F_DEwithAudio,110A,0,0,6,1,3
8,C009,129,0,2,4,,1,20,5,2,2,1,4,0,G110A_F_DN,110A,0,0,3,1,4
8,C009,130,0,2,4,,1,20,5,2,2,1,4,0,G110A_F_DNwithAudio,110A,0,0,5,1,3
